url,label
https://github.com/Brainrot-Academy/PythonKeylogger,1
https://github.com/public-apis/public-apis,0
https://github.com/unslothai/unsloth,0
https://github.com/hiamandeep/py-keylogger,1
https://github.com/kartikmehta8/pyKeylogger,1
https://github.com/harry0703/MoneyPrinterTurbo,0
https://github.com/nvbn/thefuck,0
https://github.com/ncorbuk/Python-Keylogger,1
https://github.com/run-llama/llama_index,0
https://github.com/oobabooga/text-generation-webui,0
https://github.com/zedxpace/Python-Keylogger,1
https://github.com/UndeadSec/HeraKeylogger,1
https://github.com/Zie619/n8n-workflows,0
https://github.com/EbookFoundation/free-programming-books,0
https://github.com/TheAlgorithms/Python,0
https://github.com/pmsosa/pylogger,1
https://github.com/manavarya999/Basic-Keylogger-python,1
https://github.com/lllyasviel/Fooocus,0
https://github.com/python/cpython,0
https://github.com/crewAIInc/crewAI,0
https://github.com/DarthRa/Lo0sR,1
https://github.com/RohanDas28/Python-Keylogger-,1
https://github.com/mategol/PySilon-malware,1
https://github.com/deepseek-ai/DeepSeek-V3,0
https://github.com/xp4xbox/Puffader,1
https://github.com/docling-project/docling,0
https://github.com/sherlock-project/sherlock,0
https://github.com/huggingface/transformers,0
https://github.com/psf/requests,0
https://github.com/apache/airflow,0
https://github.com/MrF3ri/FLogGer-python-keylogger,1
https://github.com/ultralytics/ultralytics,0
https://github.com/hiyouga/LlamaFactory,0
https://github.com/mem0ai/mem0,0
https://github.com/charlax/professional-programming,0
https://github.com/zylon-ai/private-gpt,0
https://github.com/evildevill/discord-keylogger,1
https://github.com/filipherle/PythonKeylogger,1
https://github.com/localstack/localstack,0
https://github.com/kartikhunt3r/Adrishya-Keylogger,1
https://github.com/Shaunak-Natu/Keylogger,1
https://github.com/Significant-Gravitas/AutoGPT,0
https://github.com/Visgean/fakesudo,1
https://github.com/nathanlopez/Stitch,1
https://github.com/bing0o/Python-Scripts,1
https://github.com/theviltrumite/pythonKeylogger,1
https://github.com/yt-dlp/yt-dlp,0
https://github.com/Gh0st0ne/KeyLogger-WebService,1
https://github.com/gbrn1/PIRATE,1
https://github.com/commaai/openpilot,0
https://github.com/binary-husky/gpt_academic,0
https://github.com/fuckwbored/avKeylogger,1
https://github.com/02gaurav/KeyLogger,1
https://github.com/collinsmc23/python-keylogger-advanced,1
https://github.com/django/django,0
https://github.com/TrueBinary/SimpleKeylogger,1
https://github.com/hackerama/abaCATCH-Windows-Keylogger,1
https://github.com/syndbg/python-keylogger,1
https://github.com/virattt/ai-hedge-fund,0
https://github.com/h4md153v63n/Python_Scripts,1
https://github.com/ytdl-org/youtube-dl,0
https://github.com/CounterfeitLlama/OSX-Keylogger,1
https://github.com/Tech-Sec/WinPyLogger,1
https://github.com/keras-team/keras,0
https://github.com/nurullahguc/Keylogger,1
https://github.com/deepfakes/faceswap,0
https://github.com/karpathy/nanochat,0
https://github.com/AntonOsika/gpt-engineer,0
https://github.com/langflow-ai/langflow,0
https://github.com/hacksider/Deep-Live-Cam,0
https://github.com/TheBugFather/Advanced-Keylogger,1
https://github.com/varunotelli/PyLogger,1
https://github.com/vinta/awesome-python,0
https://github.com/secureyourself7/python-keylogger,1
https://github.com/kali-py/w1n-keylogger,1
https://github.com/sillycodergirl/python-based-keylogger,1
https://github.com/haris989/Python-Keylogger,1
https://github.com/quitehacker/Advanced-Keylogger-with-Webcam-and-Microphone-Spy,1
https://github.com/coqui-ai/TTS,0
https://github.com/Kalebu/python-keylogger,1
https://github.com/kairess/keylogger,1
https://github.com/hackcd/RemoteKeylogger,1
https://github.com/HusseinBakri/Tanit-Keylogger,1
https://github.com/microsoft/markitdown,0
https://github.com/NanmiCoder/MediaCrawler,0
https://github.com/microsoft/autogen,0
https://github.com/Sirius-Black4/keylogger,1
https://github.com/ansible/ansible,0
https://github.com/josephmisiti/awesome-machine-learning,0
https://github.com/alestanalves/keylogger,1
https://github.com/beatsbears/pkl,1
https://github.com/satwikkansal/python-keylogger,1
https://github.com/sudo-Tiz/python-rat,1
https://github.com/pathwaycom/pathway,0
https://github.com/karpathy/autoresearch,0
https://github.com/ageitgey/face_recognition,0
https://github.com/mehulj94/Radium,1
https://github.com/CorentinJ/Real-Time-Voice-Cloning,0
https://github.com/Maalfer/python_keylogger,1
https://github.com/scrapy/scrapy,0
https://github.com/lucioerlan/Keylogger,1
https://github.com/safesploit/python-remote-session-lab-poc,1
https://github.com/openinterpreter/open-interpreter,0
https://github.com/karpathy/nanoGPT,0
https://github.com/isingmodel/Kologger,1
https://github.com/FoundationAgents/OpenManus,0
https://github.com/aelder202/E-Guard,1
https://github.com/attreyabhatt/Python-Keylogger,1
https://github.com/collinsmc23/python-keylogger-advanced-updated,1
https://github.com/johnjohnsp1/Networked-KeyLogger,1
https://github.com/Z4nzu/hackingtool,0
https://github.com/bytedance/deer-flow,0
https://github.com/Asabeneh/30-Days-Of-Python,0
https://github.com/Sebastian-git/KeyLogger,1
https://github.com/R3LI4NT/E-Keylogger,1
https://github.com/davidbombal/python-keylogger,1
https://github.com/pytorch/pytorch,0
https://github.com/Shubhamsaboo/awesome-llm-apps,0
https://github.com/BarrySad/Python-Keylogger,1
https://github.com/CreatorGhost/Keylogger,1
https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,0
https://github.com/github/spec-kit,0
https://github.com/swisskyrepo/PayloadsAllTheThings,0
https://github.com/pandas-dev/pandas,0
https://github.com/ramprasathmk/keylogger,1
https://github.com/RaduRelics/Keylogger,1
https://github.com/nesl/KeyLogger_Python,1
https://github.com/3b1b/manim,0
https://github.com/usama7628674/Absorber,1
https://github.com/mayurkadampro/Advance-Python-Keylogger,1
https://github.com/Comfy-Org/ComfyUI,0
https://github.com/freqtrade/freqtrade,0
https://github.com/d2l-ai/d2l-zh,0
https://github.com/scikit-learn/scikit-learn,0
https://github.com/xtekky/gpt4free,0
https://github.com/meta-llama/llama,0
https://github.com/Nirajkashyap/keylogger,1
https://github.com/infiniflow/ragflow,0
https://github.com/labmlai/annotated_deep_learning_paper_implementations,0
https://github.com/fberbert/keylogger,1
https://github.com/open-webui/open-webui,0
https://github.com/nanotube/pykeylogger,1
https://github.com/Satyampathania/python-keylogger,1
https://github.com/suriyaa/keylogger,1
https://github.com/PaddlePaddle/PaddleOCR,0
https://github.com/tunamonster/python_keylogger,1
https://github.com/browser-use/browser-use,0
https://github.com/home-assistant/core,0
https://github.com/anthropics/skills,0
https://github.com/cy4nguy/PythonSimpleKeylogger,1
https://github.com/PushpenderIndia/Sinister,1
https://github.com/xp4xbox/Python-Keylogger,1
https://github.com/521xueweihan/HelloGitHub,0
https://github.com/sansan0/TrendRadar,0
https://github.com/minimaxir/big-list-of-naughty-strings,0
https://github.com/SaidAbderrahmen/SPY,1
https://github.com/sahilrocks520/keylogger-project,1
https://github.com/OpenHands/OpenHands,0
https://github.com/jeffbryner/pyKeylogger,1
https://github.com/collinsmc23/python-advanced-keylogger-crash-course,1
https://github.com/pallets/flask,0
https://github.com/4w4k3/BeeLogger,1
https://github.com/vllm-project/vllm,0
https://github.com/Sakib-Haque-Zisan/Python_Keylogger,1
https://github.com/Textualize/rich,0
https://github.com/fastapi/fastapi,0
https://github.com/odoo/odoo,0
https://github.com/openai/whisper,0
https://github.com/tensorflow/models,0
https://github.com/ComposioHQ/awesome-claude-skills,0
https://github.com/ALDON94/argus,1
https://github.com/soimort/you-get,0
https://github.com/AUTOMATIC1111/stable-diffusion-webui,0
https://github.com/opendatalab/MinerU,0
https://github.com/aydinnyunus/Keylogger,1
https://github.com/fighting41love/funNLP,0
https://github.com/thiagoaraujosec/Keylogger,1
https://github.com/unclecode/crawl4ai,0
https://github.com/donnemartin/system-design-primer,0
https://github.com/Kill0geR/KeyloggerScreenshot,1
https://github.com/jlsandell/pykeylogger,1
https://github.com/Arbazkhan4712/Keylogger,1
https://github.com/FoundationAgents/MetaGPT,0
https://github.com/ultralytics/yolov5,0
https://github.com/D4Vinci/PyLoggy,1
https://github.com/RVC-Boss/GPT-SoVITS,0
https://github.com/bregman-arie/devops-exercises,0
https://github.com/ayunrvl/Mini-Project-Keylogger,1
https://github.com/OpenBB-finance/OpenBB,0
https://github.com/4n4nk3/TinkererShell,1
https://github.com/NullArray/Archivist,1
https://github.com/ajinabraham/Xenotix-Python-Keylogger,1
https://github.com/nairuzabulhul/KeyPlexer,1
https://github.com/langchain-ai/langchain,0
https://github.com/xai-org/grok-1,0
https://github.com/dmdhrumilmistry/pyhtools,1
https://github.com/NickolayStorm/python-daemon-keylogger-telegram-bot,1
https://github.com/EdinsonRequena/keylogger_with_python_3,1
https://github.com/misbah4064/keylogger_sends_email,1
https://github.com/FZGbzuw412/SATANKLGR,1
https://github.com/WithSecureLabs/python-exe-unpacker,0
https://github.com/ReversecLabs/awspx,0
https://github.com/allenai/OLMo-core,0
https://github.com/nvidia-cosmos/cosmos-predict2.5,0
https://github.com/TencentARC/SEED-Voken,0
https://github.com/pjlab-sys4nlp/llama-moe,0
https://github.com/siyuanchen0214/Scam-AI-Multi-modal-Evaluation-System,0
https://github.com/taehoonlee/tensornets,0
https://github.com/mrwadams/stride-gpt,0
https://github.com/ggeop/Python-ai-assistant,0
https://github.com/mongomock/mongomock,0
https://github.com/Fannovel16/ComfyUI-Frame-Interpolation,0
https://github.com/zju3dv/OnePose,0
https://github.com/jalan/pdftotext,0
https://github.com/merantix/picasso,0
https://github.com/kuangliu/pytorch-retinanet,0
https://github.com/sehmaschine/django-filebrowser,0
https://github.com/vibevoice-community/VibeVoice,0
https://github.com/geohot/twitchslam,0
https://github.com/zhuzilin/ring-flash-attention,0
https://github.com/Malfrats/xeuledoc,0
https://github.com/google/it-cert-automation-practice,0
https://github.com/PharMolix/OpenBioMed,0
https://github.com/KnugiHK/WhatsApp-Chat-Exporter,0
https://github.com/tombcato/clash-ip-checker,0
https://github.com/N0rz3/Phunter,0
https://github.com/microsoft/PythonProgrammingPuzzles,0
https://github.com/ivandokov/phockup,0
https://github.com/google-research/magvit,0
https://github.com/dewitt/opensearch,0
https://github.com/hackingthemarkets/binance-tutorials,0
https://github.com/harlanhong/CVPR2022-DaGAN,0
https://github.com/aliyun/aliyun-oss-python-sdk,0
https://github.com/howie6879/weekly,0
https://github.com/sematic-ai/sematic,0
https://github.com/microsoft/CameraTraps,0
https://github.com/py2exe/py2exe,0
https://github.com/k3yomi/Wall-of-Flippers,0
https://github.com/Ekultek/Zeus-Scanner,0
https://github.com/PKU-MARL/DexterousHands,0
https://github.com/airspeed-velocity/asv,0
https://github.com/daprofiler/DaProfiler,0
https://github.com/hrithikkoduri/WebRover,0
https://github.com/mgonzs13/yolo_ros,0
https://github.com/Brikwerk/nxbt,0
https://github.com/allegro/allRank,0
https://github.com/zhy0313/ea-python,0
https://github.com/maximeraafat/BlenderNeRF,0
https://github.com/AkimioJR/AutoFilm,0
https://github.com/ajndkr/lanarky,0
https://github.com/daijro/hrequests,0
https://github.com/KaiyangZhou/pytorch-center-loss,0
https://github.com/autonomousvision/stylegan-xl,0
https://github.com/likejazz/llama3.np,0
https://github.com/piglei/ai-vocabulary-builder,0
https://github.com/3xp10it/xwaf,0
https://github.com/mobilityhouse/ocpp,0
https://github.com/KKKKhazix/Khazix-Skills,0
https://github.com/jithurjacob/Windows-10-Toast-Notifications,0
https://github.com/N0rz3/Zehef,0
https://github.com/amd/gaia,0
https://github.com/langchain-ai/openevals,0
https://github.com/fO-000/bluing,0
https://github.com/TeFuirnever/Machine-Learning-in-Action,0
https://github.com/mitre-attack/car,0
https://github.com/quentinhardy/msdat,0
https://github.com/shyamsaktawat/OpenAlpha_Evolve,0
https://github.com/tuan3w/obsidian-template,0
https://github.com/MichalGeyer/plug-and-play,0
https://github.com/Yinzo/SmartQQBot,0
https://github.com/openmc-dev/openmc,0
https://github.com/TutteInstitute/datamapplot,0
https://github.com/dropbox/securitybot,0
https://github.com/poliastro/poliastro,0
https://github.com/ildoonet/pytorch-gradual-warmup-lr,0
https://github.com/mgeeky/RedWarden,0
https://github.com/clcarwin/focal_loss_pytorch,0
https://github.com/AMLab-Amsterdam/AttentionDeepMIL,0
https://github.com/lzjun567/zhihu-api,0
https://github.com/zaytoun/scihub.py,0
https://github.com/cburmeister/flask-bones,0
https://github.com/vivisect/vivisect,0
https://github.com/autonomousvision/gaussian-opacity-fields,0
https://github.com/Phylliade/ikpy,0
https://github.com/RasaHQ/rasa-demo,0
https://github.com/dswah/pyGAM,0
https://github.com/NVIDIA/kvpress,0
https://github.com/Liuhong99/Sophia,0
https://github.com/lebedov/scikit-cuda,0
https://github.com/tensorflow/transform,0
https://github.com/strands-agents/tools,0
https://github.com/wannabeOG/Mask-RCNN,0
https://github.com/foamliu/Deep-Image-Matting,0
https://github.com/freqtrade/technical,0
https://github.com/zenodo/zenodo,0
https://github.com/nsacyber/goSecure,0
https://github.com/fuzzbunch/fuzzbunch,0
https://github.com/RimSort/RimSort,0
https://github.com/KenyonY/openai-forward,0
https://github.com/OpenLMLab/LOMO,0
https://github.com/kh4sh3i/wifi-password-stealer,1
https://github.com/alejandroatacho/keylogger-python,1
https://github.com/Sumeet-R/HackTheKeyboard,1
https://github.com/devsebastian44/Keylogger,1
https://github.com/neospl0it/Keylogger,1
https://github.com/Niraj-Dilshan/infiniteverse-botnet,1
https://github.com/Debang5hu/keylogger,1
https://github.com/shubham-shipt/keylog-v12,1
https://github.com/SagarBiswas-MultiHAT/A_Pythonic-Keylogger,1
https://github.com/NoahOksuz/OSRipper,1
https://github.com/ArvinSuvarna/Python-Keylogger,1
https://github.com/SabriAmir/Keylogger,1
https://github.com/Stunkz/KeyLogger-Python,1
https://github.com/aryainjas/HELLogger,1
https://github.com/richiepagard/python-simple-keylogger,1
https://github.com/Purvapatel4725/Keylogger,1
https://github.com/aydinnyunus/WifiPassword-Stealer,1
https://github.com/Harinarayana360/keylogger,1
https://github.com/noirrs/node-keylogger,1
https://github.com/ranjithxploit/python_keylogger,1
https://github.com/criszst/keylogger-py,1
https://github.com/tribhuwan-kumar/python-usb-Keylogger,1
https://github.com/mateus-java/Keylogger-python,1
https://github.com/blwhit/Document-Remote-Keylogger,1
https://github.com/Ianemwel679/Keylogger-detector,1
https://github.com/erfanghorbanee/Keylogger,1
https://github.com/BPPL0806/PythonGmailKeylogger,1
https://github.com/xelroth/KeyLogger,1
https://github.com/astafofo/python-Keylogger,1
https://github.com/truelockmc/Keylogger,1
https://github.com/NucleiAv/keylogger,1
https://github.com/krishealty/jack-keylogger,1
https://github.com/Prashant44-cell/Keylogger-,1
https://github.com/BinaryBeast007/pyspy,1
https://github.com/afsh4ck/PyLogger,1
https://github.com/MohamedBouzira/Keylogger,1
https://github.com/farhadanwari/simple-keylogger,1
https://github.com/KrizzhSriskantharajah-UK/HarBringer-V2,1
https://github.com/latifalaty/UniprojectKeylogger,1
https://github.com/BeRoot00/Keylogger-python,1
https://github.com/isPique/Keylogger,1
https://github.com/lilmond/pykl3,1
https://github.com/Lzaruss/Python-Keylogger,1
https://github.com/Efe-Eroglu/Keylogger,1
https://github.com/whoamif/KeyLoggerPython,1
https://github.com/ch4rum/Keylogger,1
https://github.com/wailsb/keylogger-advprog,1
https://github.com/Debajyoti0-0/Pylogger,1
https://github.com/fxrhan/advance-keylogger,1
https://github.com/GiulianoVianna/KeyloggerSimples,1
https://github.com/anishalx/SpyStroke,1
https://github.com/paulfruitful/keyLogger,1
https://github.com/ni5arga/keylogger,1
https://github.com/onurkya7/Keylogger-with-Screenshot-Capture,1
https://github.com/0xshll/Python-Keylogger,1
https://github.com/princliv/Keylogger,1
https://github.com/Souvik-223/Keylogger-Python,1
https://github.com/KrizzhSriskantharajah-UK/Python-Keylogger-,1
https://github.com/MrEchoFi/Lesson-of-keylogger-BY-tanjib_isham,1
https://github.com/zer0crypt02/Python-Keylogger,1
https://github.com/iihimanshuu/Keylogger,1
https://github.com/ctkqiang/KeyloggerZGHK,1
https://github.com/PedrV/SilverHeart,1
https://github.com/jgmen/keylogger-py,1
https://github.com/0giv/DiscordKeyloggerBot,1
https://github.com/BiLLY-J03l/keylogger-python3,1
https://github.com/CrypterENC/KeyLogger_PY,1
https://github.com/hn0a/silent-keylogger-windows,1
https://github.com/p474nj4y/stealth-keylogger-python,1
https://github.com/Thamidu-Nadun/keylogger,1
https://github.com/AnishKajan/Keylogger,1
https://github.com/d3cxty/KeyLogger,1
https://github.com/AfzGit/Python-Keylogger,1
https://github.com/hn0a/keylogger,1
https://github.com/hansalemaos/como_fazer_um_keylogger,1
https://github.com/RiothDev/Simple-Keylogger,1
https://github.com/Ronit-paikray/Telegram-Keylogger,1
https://github.com/madhanmaaz/marlowe-malwares,1
https://github.com/nitinkumar30/keylogger,1
https://github.com/LouisTheXIV/badusb-keylogger,1
https://github.com/DarioStar999/Discord-Remote-Execution-Keylogger-Bot,1
https://github.com/NotoriousX/Py-Keylog,1
https://github.com/Aman-R-develop/Simple-Keylogger,1
https://github.com/anthoeptm/anti-cheat,1
https://github.com/CrizzyMan/python-keylogger,1
https://github.com/DarshanParappagoudar/Windows_Keylogger,1
https://github.com/Dxvan06/Keylogger,1
https://github.com/The-Real-Virus/Keylogger,1
https://github.com/sudoAPWH/Python-Keylogger,1
https://github.com/TrishVerma01/Keylogger,1
https://github.com/daviskamau/keylogger,1
https://github.com/Fulanodtals/Keylogger,1
https://github.com/FurkanRecber/Keylogger,1
https://github.com/Dhruv-Deshmukh/Keylogger,1
https://github.com/TheNewAttacker64/jarbou3,1
https://github.com/BackdoorAli/keylogger-edu,1
https://github.com/Dragster230104/Python-Keylogger,1
https://github.com/Elchin-Novruzov/Keylogger-Python,1
https://github.com/ramzeta/keylogger-python,1
https://github.com/solveditnpc/keylogger-python,1
